guest_frame,cpu_tick,bus_cycles,resident_mask,active_mask,drawn_mask,visible_mask,cam_x_biased,cam_y_biased,cam_z_biased,current_room,player_x_biased,player_z_biased,player_facing_yaw_q12,view_yaw_q12,cam_local_x_biased,cam_local_z_biased,render_fwd_x_q12_biased,render_fwd_z_q12_biased,player_anim_action,player_y_biased,cam_local_y_biased,view_sin_yaw,view_cos_yaw,view_sin_pitch,view_cos_pitch,player_anim_phase_q12,player_attack_starts_total,player_melee_hits_total
809,227894765,653451647,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,142435,0,0
810,228467924,654763998,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,143048,0,0
811,228489590,654820628,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,143661,0,0
812,228653390,655165326,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,144274,0,0
813,229291011,656606137,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,144887,0,0
814,229318351,656673957,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,145500,0,0
815,229413061,656879040,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,146113,0,0
816,229986100,658191174,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,146726,0,0
817,230007766,658247856,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,147339,0,0
818,230171674,658592751,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,147952,0,0
819,230809014,660033008,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,148565,0,0
820,230836354,660100825,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,149178,0,0
821,230931316,660306459,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,149791,0,0
822,231503579,661616868,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,150404,0,0
823,231525245,661673520,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,151017,0,0
824,231689993,662020175,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,151630,0,0
825,232327132,663459910,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,152243,0,0
826,232354472,663527732,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,152856,0,0
827,232449710,663733879,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,153469,0,0
828,233022850,665046490,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,154082,0,0
829,233044516,665103104,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,154695,0,0
830,233208196,665447575,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,155308,0,0
831,233845545,666887509,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,155921,0,0
832,233872885,666955299,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,156534,0,0
833,233968039,667161305,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,157147,0,0
834,234540323,668471667,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,157760,0,0
835,234566788,668537153,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,158373,0,0
836,234727125,668875006,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2166,999294,998221,4096,8192,0,1000032,1000112,3168,82,3288,8138,158986,0,0
837,235420943,670456438,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2217,999280,998223,4096,8192,0,1000032,1000112,2803,189,3299,8138,159599,0,0
838,235448606,670525037,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2217,999280,998223,4096,8192,0,1000032,1000112,2803,189,3299,8138,160212,0,0
839,235474140,670589084,0,0,0,0,1000000,1000000,1000000,0,999328,998368,0,2217,999280,998223,4096,8192,0,1000032,1000112,2803,189,3299,8138,160825,0,0
840,236109255,672067619,0,0,0,0,1000000,1000000,1000000,0,999328,998368,68,2309,999257,998229,4522,8170,24,1000032,1000113,2232,447,3298,8114,0,0,0
841,236137670,672138706,0,0,0,0,1000000,1000000,1000000,0,999328,998368,68,2309,999257,998229,4522,8170,24,1000032,1000113,2232,447,3298,8114,1024,0,0
842,236211263,672302402,0,0,0,0,1000000,1000000,1000000,0,999328,998368,68,2309,999257,998229,4522,8170,24,1000032,1000113,2232,447,3298,8114,2048,0,0
843,236922903,673950463,0,0,0,0,1000000,1000000,1000000,0,999328,998368,264,2433,999230,998238,5709,7861,24,1000032,1000114,1619,810,3302,8117,3072,0,0
844,236952347,674024185,0,0,0,0,1000000,1000000,1000000,0,999328,998368,264,2433,999230,998238,5709,7861,24,1000032,1000114,1619,810,3302,8117,4096,0,0
845,236974801,674084017,0,0,0,0,1000000,1000000,1000000,0,999328,998368,264,2433,999230,998238,5709,7861,24,1000032,1000114,1619,810,3302,8117,5120,0,0
846,237622835,675604542,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999226,998233,5812,7815,24,1000032,1000116,1624,825,3287,8120,6144,0,0
847,237646600,675667009,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999226,998233,5812,7815,24,1000032,1000116,1624,825,3287,8120,7168,0,0
848,237674413,675737118,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999226,998233,5812,7815,24,1000032,1000116,1624,825,3287,8120,8192,0,0
849,238362202,677306519,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999223,998229,5812,7815,24,1000032,1000117,1625,824,3287,8122,9216,0,0
850,238391298,677379091,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999223,998229,5812,7815,24,1000032,1000117,1625,824,3287,8122,10240,0,0
851,238416012,677443536,0,0,0,0,1000000,1000000,1000000,0,999328,998368,282,2434,999223,998229,5812,7815,24,1000032,1000117,1625,824,3287,8122,11264,0,0
852,239033225,678864266,0,0,0,0,1000000,1000000,1000000,0,999328,998368,309,2433,999221,998226,5965,7741,24,1000032,1000117,1620,810,3300,8123,12288,0,0
853,239065023,678945868,0,0,0,0,1000000,1000000,1000000,0,999328,998368,309,2433,999221,998226,5965,7741,24,1000032,1000117,1620,810,3300,8123,13312,0,0
854,239162394,679157244,0,0,0,0,1000000,1000000,1000000,0,999328,998368,309,2433,999221,998226,5965,7741,24,1000032,1000117,1620,810,3300,8123,14336,0,0
855,239846514,680717031,0,0,0,0,1000000,1000000,1000000,0,999328,998369,385,2435,999219,998225,6377,7499,24,1000032,1000118,1616,820,3291,8124,15360,0,0
856,239883759,680809021,0,0,0,0,1000000,1000000,1000000,0,999328,998369,385,2435,999219,998225,6377,7499,24,1000032,1000118,1616,820,3291,8124,16384,0,0
857,239907199,680870959,0,0,0,0,1000000,1000000,1000000,0,999328,998369,385,2435,999219,998225,6377,7499,24,1000032,1000118,1616,820,3291,8124,17408,0,0
858,240543760,682342466,0,0,0,0,1000000,1000000,1000000,0,999329,998371,439,2434,999218,998224,6650,7298,24,1000032,1000118,1626,824,3308,8126,18432,0,0
859,240575333,682423760,0,0,0,0,1000000,1000000,1000000,0,999329,998371,439,2434,999218,998224,6650,7298,24,1000032,1000118,1626,824,3308,8126,19456,0,0
860,240646240,682584663,0,0,0,0,1000000,1000000,1000000,0,999329,998371,439,2434,999218,998224,6650,7298,24,1000032,1000118,1626,824,3308,8126,20480,0,0
861,241340224,684169227,0,0,0,0,1000000,1000000,1000000,0,999331,998373,452,2432,999219,998224,6713,7246,24,1000032,1000119,1630,815,3295,8126,21504,0,0
862,241377504,684261709,0,0,0,0,1000000,1000000,1000000,0,999331,998373,452,2432,999219,998224,6713,7246,24,1000032,1000119,1630,815,3295,8126,22528,0,0
863,241408929,684343144,0,0,0,0,1000000,1000000,1000000,0,999331,998373,452,2432,999219,998224,6713,7246,24,1000032,1000119,1630,815,3295,8126,23552,0,0
864,242035480,685785348,0,0,0,0,1000000,1000000,1000000,0,999333,998376,452,2434,999219,998225,6713,7246,24,1000032,1000120,1626,824,3286,8128,24576,0,0
865,242067068,685866307,0,0,0,0,1000000,1000000,1000000,0,999333,998376,452,2434,999219,998225,6713,7246,24,1000032,1000120,1626,824,3286,8128,24576,0,0
866,242130583,686012071,0,0,0,0,1000000,1000000,1000000,0,999333,998376,452,2434,999219,998225,6713,7246,24,1000032,1000120,1626,824,3286,8128,24576,0,0
867,242816419,687572976,0,0,0,0,1000000,1000000,1000000,0,999336,998379,411,2433,999220,998225,6510,7405,24,1000032,1000120,1622,811,3298,8128,24576,0,0
868,242855225,687670064,0,0,0,0,1000000,1000000,1000000,0,999336,998379,411,2433,999220,998225,6510,7405,1,1000032,1000120,1622,811,3298,8128,0,0,0
869,242887145,687753319,0,0,0,0,1000000,1000000,1000000,0,999336,998379,411,2433,999220,998225,6510,7405,1,1000032,1000120,1622,811,3298,8128,1024,0,0
870,243530329,689253936,0,0,0,0,1000000,1000000,1000000,0,999338,998382,349,2435,999220,998226,6185,7619,1,1000032,1000121,1618,820,3290,8129,2048,0,0
871,243562424,689337027,0,0,0,0,1000000,1000000,1000000,0,999338,998382,349,2435,999220,998226,6185,7619,1,1000032,1000121,1618,820,3290,8129,3072,0,0
872,243606167,689444727,0,0,0,0,1000000,1000000,1000000,0,999338,998382,349,2435,999220,998226,6185,7619,2,1000032,1000121,1618,820,3290,8129,1024,0,0
873,244317721,691078409,0,0,0,0,1000000,1000000,1000000,0,999344,998391,349,2434,999221,998226,6185,7619,2,1000032,1000121,1627,824,3306,8131,2048,0,0
874,244356136,691174351,0,0,0,0,1000000,1000000,1000000,0,999344,998391,349,2434,999221,998226,6185,7619,2,1000032,1000121,1627,824,3306,8131,3072,0,0
875,244387857,691256462,0,0,0,0,1000000,1000000,1000000,0,999344,998391,349,2434,999221,998226,6185,7619,2,1000032,1000121,1627,824,3306,8131,4096,0,0
876,245035564,692769483,0,0,0,0,1000000,1000000,1000000,0,999350,998404,314,2433,999222,998231,5993,7726,2,1000032,1000122,1623,812,3297,8132,5120,0,0
877,245067992,692853275,0,0,0,0,1000000,1000000,1000000,0,999350,998404,314,2433,999222,998231,5993,7726,2,1000032,1000122,1623,812,3297,8132,6144,0,0
878,245103616,692945728,0,0,0,0,1000000,1000000,1000000,0,999350,998404,314,2433,999222,998231,5993,7726,2,1000032,1000122,1623,812,3297,8132,7168,0,0
879,245818853,694589789,0,0,0,0,1000000,1000000,1000000,0,999357,998416,304,2435,999226,998240,5938,7755,2,1000032,1000123,1619,820,3293,8113,8192,0,0
880,245854353,694681654,0,0,0,0,1000000,1000000,1000000,0,999357,998416,304,2435,999226,998240,5938,7755,2,1000032,1000123,1619,820,3293,8113,9216,0,0
881,245885939,694763890,0,0,0,0,1000000,1000000,1000000,0,999357,998416,304,2435,999226,998240,5938,7755,2,1000032,1000123,1619,820,3293,8113,10240,0,0
882,246067533,695151857,0,0,0,0,1000000,1000000,1000000,0,999357,998416,304,2435,999226,998240,5938,7755,2,1000032,1000123,1619,820,3293,8113,11264,0,0
883,246678308,696556731,0,0,0,0,1000000,1000000,1000000,0,999365,998433,326,2434,999232,998253,6060,7690,2,1000032,1000124,1627,824,3289,8115,12288,0,0
884,246713550,696647605,0,0,0,0,1000000,1000000,1000000,0,999365,998433,326,2434,999232,998253,6060,7690,2,1000032,1000124,1627,824,3289,8115,13312,0,0
885,246812101,696865571,0,0,0,0,1000000,1000000,1000000,0,999365,998433,326,2434,999232,998253,6060,7690,2,1000032,1000124,1627,824,3289,8115,14336,0,0
886,247501734,698438826,0,0,0,0,1000000,1000000,1000000,0,999372,998445,326,2433,999236,998262,6060,7690,2,1000032,1000124,1623,812,3300,8116,15360,0,0
887,247533434,698520621,0,0,0,0,1000000,1000000,1000000,0,999372,998445,326,2433,999236,998262,6060,7690,2,1000032,1000124,1623,812,3300,8116,16384,0,0
888,247568473,698611516,0,0,0,0,1000000,1000000,1000000,0,999372,998445,326,2433,999236,998262,6060,7690,2,1000032,1000124,1623,812,3300,8116,17408,0,0
889,248185108,700036399,0,0,0,0,1000000,1000000,1000000,0,999379,998457,392,2434,999240,998272,6413,7474,2,1000032,1000125,1620,820,3292,8117,18432,0,0
890,248220358,700127262,0,0,0,0,1000000,1000000,1000000,0,999379,998457,392,2434,999240,998272,6413,7474,2,1000032,1000125,1620,820,3292,8117,19456,0,0
891,248293337,700292971,0,0,0,0,1000000,1000000,1000000,0,999379,998457,392,2434,999240,998272,6413,7474,2,1000032,1000125,1620,820,3292,8117,20480,0,0
892,248979052,701857906,0,0,0,0,1000000,1000000,1000000,0,999388,998469,418,2433,999248,998282,6546,7379,2,1000032,1000125,1624,812,3300,8117,21504,0,0
893,249010819,701940070,0,0,0,0,1000000,1000000,1000000,0,999388,998469,418,2433,999248,998282,6546,7379,2,1000032,1000125,1624,812,3300,8117,22528,0,0
894,249045837,702031029,0,0,0,0,1000000,1000000,1000000,0,999388,998469,418,2433,999248,998282,6546,7379,2,1000032,1000125,1624,812,3300,8117,23552,0,0
895,249608121,703316373,0,0,0,0,1000000,1000000,1000000,0,999396,998480,418,2433,999256,998294,6546,7379,2,1000032,1000125,1624,812,3300,8117,24576,0,0
896,249643341,703407262,0,0,0,0,1000000,1000000,1000000,0,999396,998480,418,2433,999256,998294,6546,7379,2,1000032,1000125,1624,812,3300,8117,25600,0,0
897,249788907,703720396,0,0,0,0,1000000,1000000,1000000,0,999396,998480,418,2433,999256,998294,6546,7379,2,1000032,1000125,1624,812,3300,8117,26624,0,0
898,250430388,705174090,0,0,0,0,1000000,1000000,1000000,0,999404,998491,425,2433,999264,998305,6581,7352,2,1000032,1000125,1624,812,3300,8117,27648,0,0
899,250461916,705255401,0,0,0,0,1000000,1000000,1000000,0,999404,998491,425,2433,999264,998305,6581,7352,2,1000032,1000125,1624,812,3300,8117,28672,0,0
900,250540264,705434106,0,0,0,0,1000000,1000000,1000000,0,999404,998491,425,2433,999264,998305,6581,7352,2,1000032,1000125,1624,812,3300,8117,29696,0,0
901,251109531,706742946,0,0,0,0,1000000,1000000,1000000,0,999413,998502,425,2433,999273,998316,6581,7352,2,1000032,1000125,1624,812,3300,8117,30720,0,0
902,251144763,706833766,0,0,0,0,1000000,1000000,1000000,0,999413,998502,425,2433,999273,998316,6581,7352,2,1000032,1000125,1624,812,3300,8117,31744,0,0
903,251290832,707147813,0,0,0,0,1000000,1000000,1000000,0,999413,998502,425,2433,999273,998316,6581,7352,2,1000032,1000125,1624,812,3300,8117,0,0,0
904,251946085,708633252,0,0,0,0,1000000,1000000,1000000,0,999422,998514,425,2433,999282,998328,6581,7352,2,1000032,1000125,1624,812,3300,8117,1024,0,0
905,251978978,708717564,0,0,0,0,1000000,1000000,1000000,0,999422,998514,425,2433,999282,998328,6581,7352,2,1000032,1000125,1624,812,3300,8117,2048,0,0
906,252040190,708861519,0,0,0,0,1000000,1000000,1000000,0,999422,998514,425,2433,999282,998328,6581,7352,2,1000032,1000125,1624,812,3300,8117,3072,0,0
907,252619101,710182546,0,0,0,0,1000000,1000000,1000000,0,999430,998525,452,2433,999290,998339,6713,7246,2,1000032,1000125,1624,812,3300,8117,4096,0,0
908,252656959,710278772,0,0,0,0,1000000,1000000,1000000,0,999430,998525,452,2433,999290,998339,6713,7246,2,1000032,1000125,1624,812,3300,8117,5120,0,0
909,252794577,710575233,0,0,0,0,1000000,1000000,1000000,0,999430,998525,452,2433,999290,998339,6713,7246,2,1000032,1000125,1624,812,3300,8117,6144,0,0
910,253586428,712319238,0,0,0,0,1000000,1000000,1000000,0,999440,998535,520,2433,999299,998349,7027,6956,2,1000032,1000125,1624,812,3300,8117,7168,0,0
911,253619433,712403388,0,0,0,0,1000000,1000000,1000000,0,999440,998535,520,2433,999299,998349,7027,6956,2,1000032,1000125,1624,812,3300,8117,8192,0,0
912,253664063,712512925,0,0,0,0,1000000,1000000,1000000,0,999440,998535,520,2433,999299,998349,7027,6956,2,1000032,1000125,1624,812,3300,8117,9216,0,0
913,253826523,712860179,0,0,0,0,1000000,1000000,1000000,0,999440,998535,520,2433,999299,998349,7027,6956,2,1000032,1000125,1624,812,3300,8117,10240,0,0
914,254388705,714146976,0,0,0,0,1000000,1000000,1000000,0,999453,998548,529,2433,999311,998362,7067,6916,2,1000032,1000125,1624,812,3300,8117,11264,0,0
915,254421324,714230390,0,0,0,0,1000000,1000000,1000000,0,999453,998548,529,2433,999311,998362,7067,6916,2,1000032,1000125,1624,812,3300,8117,12288,0,0
916,254581025,714573895,0,0,0,0,1000000,1000000,1000000,0,999453,998548,529,2433,999311,998362,7067,6916,2,1000032,1000125,1624,812,3300,8117,13312,0,0
917,255210798,715995301,0,0,0,0,1000000,1000000,1000000,0,999464,998557,579,2433,999321,998371,7273,6680,2,1000032,1000125,1624,812,3300,8117,14336,0,0
918,255247563,716089147,0,0,0,0,1000000,1000000,1000000,0,999464,998557,579,2433,999321,998371,7273,6680,2,1000032,1000125,1624,812,3300,8117,15360,0,0
919,255336654,716287601,0,0,0,0,1000000,1000000,1000000,0,999464,998557,579,2433,999321,998371,7273,6680,2,1000032,1000125,1624,812,3300,8117,16384,0,0
920,255890061,717553760,0,0,0,0,1000000,1000000,1000000,0,999475,998566,593,2433,999332,998380,7328,6611,2,1000032,1000125,1624,812,3300,8117,17408,0,0
921,255922927,717637978,0,0,0,0,1000000,1000000,1000000,0,999475,998566,593,2433,999332,998380,7328,6611,2,1000032,1000125,1624,812,3300,8117,18432,0,0
922,256092442,718001302,0,0,0,0,1000000,1000000,1000000,0,999475,998566,593,2433,999332,998380,7328,6611,2,1000032,1000125,1624,812,3300,8117,19456,0,0
923,256694937,719348470,0,0,0,0,1000000,1000000,1000000,0,999486,998574,593,2433,999343,998389,7328,6611,2,1000032,1000125,1624,812,3300,8117,20480,0,0
924,256731709,719442276,0,0,0,0,1000000,1000000,1000000,0,999486,998574,593,2433,999343,998389,7328,6611,2,1000032,1000125,1624,812,3300,8117,21504,0,0
925,256857370,719714998,0,0,0,0,1000000,1000000,1000000,0,999486,998574,593,2433,999343,998389,7328,6611,2,1000032,1000125,1624,812,3300,8117,22528,0,0
926,257401252,720960081,0,0,0,0,1000000,1000000,1000000,0,999497,998583,593,2433,999354,998398,7328,6611,2,1000032,1000125,1624,812,3300,8117,23552,0,0
927,257433827,721043407,0,0,0,0,1000000,1000000,1000000,0,999497,998583,593,2433,999354,998398,7328,6611,2,1000032,1000125,1624,812,3300,8117,24576,0,0
928,257614200,721428710,0,0,0,0,1000000,1000000,1000000,0,999497,998583,593,2433,999354,998398,7328,6611,2,1000032,1000125,1624,812,3300,8117,25600,0,0
929,258398812,723141848,0,0,0,0,1000000,1000000,1000000,0,999508,998592,551,2433,999365,998407,7160,6814,2,1000032,1000125,1624,812,3300,8117,26624,0,0
930,258436583,723237789,0,0,0,0,1000000,1000000,1000000,0,999508,998592,551,2433,999365,998407,7160,6814,2,1000032,1000125,1624,812,3300,8117,27648,0,0
931,258468666,723320253,0,0,0,0,1000000,1000000,1000000,0,999508,998592,551,2433,999365,998407,7160,6814,2,1000032,1000125,1624,812,3300,8117,28672,0,0
932,258653020,723713654,0,0,0,0,1000000,1000000,1000000,0,999508,998592,551,2433,999365,998407,7160,6814,2,1000032,1000125,1624,812,3300,8117,29696,0,0
933,259194579,724955412,0,0,0,0,1000000,1000000,1000000,0,999521,998605,467,2433,999378,998419,6785,7186,2,1000032,1000125,1624,812,3300,8117,30720,0,0
934,259230815,725048146,0,0,0,0,1000000,1000000,1000000,0,999521,998605,467,2433,999378,998419,6785,7186,2,1000032,1000125,1624,812,3300,8117,31744,0,0
935,259409100,725427360,0,0,0,0,1000000,1000000,1000000,0,999521,998605,467,2433,999378,998419,6785,7186,2,1000032,1000125,1624,812,3300,8117,0,0,0
936,260037488,726856322,0,0,0,0,1000000,1000000,1000000,0,999531,998616,467,2433,999388,998430,6785,7186,2,1000032,1000125,1624,812,3300,8117,1024,0,0
937,260070331,726940299,0,0,0,0,1000000,1000000,1000000,0,999531,998616,467,2433,999388,998430,6785,7186,2,1000032,1000125,1624,812,3300,8117,2048,0,0
938,260159681,727141084,0,0,0,0,1000000,1000000,1000000,0,999531,998616,467,2433,999388,998430,6785,7186,2,1000032,1000125,1624,812,3300,8117,3072,0,0
939,260702174,728392222,0,0,0,0,1000000,1000000,1000000,0,999539,998627,398,2433,999397,998441,6444,7453,2,1000032,1000125,1624,812,3300,8117,4096,0,0
940,260738573,728485158,0,0,0,0,1000000,1000000,1000000,0,999539,998627,398,2433,999397,998441,6444,7453,2,1000032,1000125,1624,812,3300,8117,5120,0,0
941,260912113,728854769,0,0,0,0,1000000,1000000,1000000,0,999539,998627,398,2433,999397,998441,6444,7453,2,1000032,1000125,1624,812,3300,8117,6144,0,0
942,261538467,730274632,0,0,0,0,1000000,1000000,1000000,0,999546,998639,309,2433,999406,998453,5965,7741,2,1000032,1000125,1624,812,3300,8117,7168,0,0
943,261581694,730379089,0,0,0,0,1000000,1000000,1000000,0,999546,998639,309,2433,999406,998453,5965,7741,2,1000032,1000125,1624,812,3300,8117,8192,0,0
944,261665440,730568497,0,0,0,0,1000000,1000000,1000000,0,999546,998639,309,2433,999406,998453,5965,7741,2,1000032,1000125,1624,812,3300,8117,9216,0,0
945,262204249,731811836,0,0,0,0,1000000,1000000,1000000,0,999552,998652,298,2433,999412,998465,5903,7772,2,1000032,1000125,1624,812,3300,8117,10240,0,0
946,262241498,731906524,0,0,0,0,1000000,1000000,1000000,0,999552,998652,298,2433,999412,998465,5903,7772,2,1000032,1000125,1624,812,3300,8117,11264,0,0
947,262418342,732282197,0,0,0,0,1000000,1000000,1000000,0,999552,998652,298,2433,999412,998465,5903,7772,2,1000032,1000125,1624,812,3300,8117,12288,0,0
948,263036221,733680100,0,0,0,0,1000000,1000000,1000000,0,999558,998664,288,2433,999418,998477,5847,7799,2,1000032,1000125,1624,812,3300,8117,13312,0,0
949,263070112,733766262,0,0,0,0,1000000,1000000,1000000,0,999558,998664,288,2433,999418,998477,5847,7799,2,1000032,1000125,1624,812,3300,8117,14336,0,0
950,263173716,733995891,0,0,0,0,1000000,1000000,1000000,0,999558,998664,288,2433,999418,998477,5847,7799,2,1000032,1000125,1624,812,3300,8117,15360,0,0
951,263715185,735251692,0,0,0,0,1000000,1000000,1000000,0,999564,998677,277,2433,999424,998489,5784,7828,2,1000032,1000125,1624,812,3300,8117,16384,0,0
952,263760710,735365405,0,0,0,0,1000000,1000000,1000000,0,999564,998677,277,2433,999424,998489,5784,7828,2,1000032,1000125,1624,812,3300,8117,17408,0,0
953,263920682,735709622,0,0,0,0,1000000,1000000,1000000,0,999564,998677,277,2433,999424,998489,5784,7828,2,1000032,1000125,1624,812,3300,8117,18432,0,0
954,264553540,737152920,0,0,0,0,1000000,1000000,1000000,0,999570,998690,277,2433,999430,998501,5784,7828,2,1000032,1000125,1624,812,3300,8117,19456,0,0
955,264594849,737255952,0,0,0,0,1000000,1000000,1000000,0,999570,998690,277,2433,999430,998501,5784,7828,2,1000032,1000125,1624,812,3300,8117,20480,0,0
956,264666599,737423311,0,0,0,0,1000000,1000000,1000000,0,999570,998690,277,2433,999430,998501,5784,7828,2,1000032,1000125,1624,812,3300,8117,21504,0,0
957,265214453,738699614,0,0,0,0,1000000,1000000,1000000,0,999575,998703,248,2433,999436,998514,5616,7899,2,1000032,1000125,1624,812,3300,8117,22528,0,0
958,265272795,738838296,0,0,0,0,1000000,1000000,1000000,0,999575,998703,248,2433,999436,998514,5616,7899,2,1000032,1000125,1624,812,3300,8117,23552,0,0
959,265410621,739137038,0,0,0,0,1000000,1000000,1000000,0,999575,998703,248,2433,999436,998514,5616,7899,2,1000032,1000125,1624,812,3300,8117,24576,0,0
960,266033258,740547130,0,0,0,0,1000000,1000000,1000000,0,999580,998716,224,2433,999442,998527,5476,7953,2,1000032,1000125,1624,812,3300,8117,25600,0,0
961,266076525,740651487,0,0,0,0,1000000,1000000,1000000,0,999580,998716,224,2433,999442,998527,5476,7953,2,1000032,1000125,1624,812,3300,8117,26624,0,0
962,266164193,740850741,0,0,0,0,1000000,1000000,1000000,0,999580,998716,224,2433,999442,998527,5476,7953,2,1000032,1000125,1624,812,3300,8117,27648,0,0
963,266805189,742311449,0,0,0,0,1000000,1000000,1000000,0,999585,998729,224,2433,999448,998540,5476,7953,2,1000032,1000125,1624,812,3300,8117,28672,0,0
964,266866236,742455355,0,0,0,0,1000000,1000000,1000000,0,999585,998729,224,2433,999448,998540,5476,7953,2,1000032,1000125,1624,812,3300,8117,29696,0,0
965,266910103,742564446,0,0,0,0,1000000,1000000,1000000,0,999585,998729,224,2433,999448,998540,5476,7953,2,1000032,1000125,1624,812,3300,8117,30720,0,0
966,267784891,744485966,0,0,0,0,1000000,1000000,1000000,0,999590,998742,211,2433,999453,998553,5398,7979,2,1000032,1000125,1624,812,3300,8117,31744,0,0
967,267821839,744580249,0,0,0,0,1000000,1000000,1000000,0,999590,998742,211,2433,999453,998553,5398,7979,2,1000032,1000125,1624,812,3300,8117,0,0,0
968,267862056,744683646,0,0,0,0,1000000,1000000,1000000,0,999590,998742,211,2433,999453,998553,5398,7979,2,1000032,1000125,1624,812,3300,8117,1024,0,0
969,267933876,744849379,0,0,0,0,1000000,1000000,1000000,0,999590,998742,211,2433,999453,998553,5398,7979,2,1000032,1000125,1624,812,3300,8117,2048,0,0
970,268569761,746307963,0,0,0,0,1000000,1000000,1000000,0,999596,998760,211,2433,999459,998571,5398,7979,2,1000032,1000125,1624,812,3300,8117,3072,0,0
971,268606573,746401844,0,0,0,0,1000000,1000000,1000000,0,999596,998760,211,2433,999459,998571,5398,7979,2,1000032,1000125,1624,812,3300,8117,4096,0,0
972,268675122,746563094,0,0,0,0,1000000,1000000,1000000,0,999596,998760,211,2433,999459,998571,5398,7979,2,1000032,1000125,1624,812,3300,8117,5120,0,0
973,269397799,748190291,0,0,0,0,1000000,1000000,1000000,0,999600,998774,211,2433,999463,998585,5398,7979,2,1000032,1000125,1624,812,3300,8117,6144,0,0
